Senior_Citizen,Tenure,Monthly_Charges,Total_Charges,Gender_Male,Contract_One Year,Contract_Two Year,Payment_Method_Credit Card,Payment_Method_Electronic Check,Payment_Method_Mailed Check,Internet_Service_Fiber Optic,Internet_Service_No
0,3,78.63,235.89,True,True,False,False,True,False,False,False
0,4,86.74,346.96,False,False,False,False,True,False,False,False
1,9,38.89,350.01,True,False,False,False,False,True,True,False
0,6,31.19,187.14,False,True,False,False,False,False,True,False
0,28,93.57,2619.96,True,False,False,False,True,False,True,False
1,16,26.06,416.96,False,False,False,False,False,False,False,False
0,10,29.95,299.5,True,False,True,False,False,True,True,False
0,51,25.69,1310.19,False,True,False,False,False,True,True,False
1,68,70.87,4819.16,False,True,False,True,False,False,True,False
1,63,70.4,4435.2,True,True,False,False,False,False,False,False
0,61,33.78,2060.58,True,True,False,False,True,False,False,False
0,65,102.73,6677.45,True,False,True,False,True,False,True,False
0,7,95.97,671.79,True,False,False,False,False,False,True,False
1,38,34.73,1319.74,False,False,False,False,False,True,False,True
0,50,68.42,3421.0,True,False,False,False,False,True,False,False
0,9,60.93,548.37,False,False,False,False,False,True,False,False
1,55,39.22,2157.1,False,False,True,True,False,False,True,False
0,32,49.77,1592.64,False,False,False,False,True,False,True,False
0,56,97.66,5468.96,False,True,False,False,False,False,False,False
0,27,96.61,2608.47,False,False,True,False,True,False,False,False
0,41,43.84,1797.44,True,False,False,False,True,False,False,True
0,65,55.25,3591.25,False,True,False,False,False,True,True,False
1,39,40.03,1561.17,False,True,False,True,False,False,False,False
0,63,60.67,3822.21,True,False,False,False,True,False,False,False
0,26,98.27,2555.02,False,True,False,True,False,False,False,False
0,63,116.55,7342.65,False,True,False,False,False,False,True,False
1,61,100.98,6159.78,False,False,True,True,False,False,True,False
0,22,63.07,1387.54,True,True,False,False,False,False,True,False
0,36,61.98,2231.28,True,True,False,False,False,False,False,True
0,68,68.97,4689.96,True,True,False,False,True,False,True,False
0,43,34.84,1498.12,False,True,False,False,False,False,False,False
0,30,34.34,1030.2,False,False,False,True,False,False,True,False
1,71,51.97,3689.87,False,False,False,True,False,False,True,False
0,44,92.49,4069.56,False,False,False,False,True,False,False,False
1,48,68.19,3273.12,False,True,False,False,True,False,False,True
0,48,60.86,2921.28,True,False,False,True,False,False,False,False
1,15,25.44,381.6,False,True,False,True,False,False,True,False
0,37,29.85,1104.45,False,False,False,False,False,True,True,False
0,23,72.68,1671.64,True,False,False,False,False,True,True,False
1,32,60.31,1929.92,False,True,False,True,False,False,False,True
0,26,20.06,521.56,True,False,True,False,False,True,False,True
0,21,69.04,1449.84,False,False,False,True,False,False,True,False
0,68,119.05,8095.4,True,False,True,False,False,True,True,False
0,19,41.73,792.87,False,False,True,True,False,False,False,False
0,21,22.54,473.34,True,False,True,True,False,False,False,False
0,54,46.22,2495.88,False,True,False,False,True,False,False,False
0,70,27.61,1932.7,False,False,False,True,False,False,True,False
0,66,97.6,6441.6,False,False,False,False,False,True,False,False
0,48,88.22,4234.56,False,False,True,False,False,False,False,False
0,12,62.92,755.04,False,False,False,False,True,False,True,False
0,21,117.73,2472.33,False,False,False,False,False,False,False,False
0,38,34.34,1304.92,True,False,False,False,False,True,False,True
0,52,85.59,4450.68,True,True,False,False,False,True,False,True
0,6,101.76,610.56,True,False,True,False,True,False,True,False
0,58,103.89,6025.62,True,False,True,False,True,False,False,False
0,63,55.61,3503.43,False,False,True,False,False,False,False,False
0,32,58.19,1862.08,True,False,False,False,False,True,False,False
0,45,88.45,3980.25,False,False,True,False,False,False,False,False
0,68,23.57,1602.76,True,False,True,False,False,True,True,False
0,2,109.76,219.52,True,False,False,False,False,False,True,False
0,50,109.59,5479.5,True,False,True,False,True,False,True,False
0,38,81.05,3079.9,False,False,False,True,False,False,False,False
0,63,94.88,5977.44,True,False,False,False,False,True,False,False
1,60,80.97,4858.2,True,False,False,False,False,False,True,False
0,68,97.99,6663.32,False,False,True,False,False,False,False,False
0,25,84.36,2109.0,False,True,False,False,False,False,True,False
0,3,36.67,110.01,False,False,True,True,False,False,False,False
0,17,55.84,949.28,True,False,False,False,False,True,False,False
0,20,74.43,1488.6,True,False,False,False,False,True,True,False
0,59,52.61,3103.99,True,False,False,False,True,False,False,False
1,35,55.37,1937.95,True,False,False,True,False,False,True,False
0,1,28.4,28.4,False,True,False,False,True,False,False,False
0,45,56.04,2521.8,False,False,False,False,True,False,False,True
0,30,67.21,2016.3,True,False,False,True,False,False,False,True
0,47,84.42,3967.74,True,False,False,False,False,True,False,False
0,31,118.85,3684.35,True,False,False,False,False,False,True,False
1,57,30.24,1723.68,True,False,False,False,False,True,False,False
1,36,98.08,3530.88,False,True,False,True,False,False,True,False
0,31,80.81,2505.11,True,False,True,False,True,False,True,False
0,17,26.4,448.8,True,True,False,True,False,False,True,False
1,47,72.61,3412.67,False,True,False,False,False,True,True,False
0,38,49.71,1888.98,False,False,False,False,False,True,True,False
0,62,106.73,6617.26,True,False,False,False,False,False,True,False
0,53,118.87,6300.11,False,True,False,False,False,True,True,False
1,72,72.41,5213.52,True,False,False,False,False,False,True,False
0,19,84.03,1596.57,True,True,False,True,False,False,True,False
1,34,73.91,2512.94,True,True,False,True,False,False,False,False
0,46,83.6,3845.6,False,False,False,False,True,False,False,False
0,70,65.41,4578.7,True,False,True,False,False,False,False,False
1,28,84.1,2354.8,True,False,False,False,False,False,True,False
1,16,52.6,841.6,False,True,False,False,True,False,False,False
0,41,59.69,2447.29,False,False,False,False,True,False,False,False
0,40,89.19,3567.6,False,False,False,True,False,False,True,False
0,12,94.45,1133.4,True,False,False,False,False,False,True,False
0,53,60.82,3223.46,True,True,False,False,False,True,False,False
0,20,71.67,699.2,False,False,False,False,False,False,False,False
0,13,74.13,963.69,True,False,False,False,False,True,True,False
1,58,51.91,3010.78,True,False,False,False,True,False,False,False
0,10,61.73,617.3,False,True,False,False,False,True,False,False
0,40,43.62,1744.8,False,False,False,False,False,True,True,False
0,44,119.47,5256.68,False,False,False,True,False,False,True,False
0,19,100.75,1914.25,True,False,False,False,False,True,False,False
1,52,75.15,250000.0,True,True,False,False,True,False,True,False
0,63,116.32,7328.16,False,True,False,False,False,True,True,False
0,60,56.28,3376.8,False,True,False,True,False,False,False,False
0,30,98.94,2968.2,False,False,False,True,False,False,True,False
0,55,55.47,3050.85,False,False,True,True,False,False,False,False
0,18,54.51,981.18,False,False,True,True,False,False,False,False
0,46,91.33,4201.18,True,False,True,False,True,False,True,False
0,42,97.47,4093.74,True,False,False,False,True,False,False,False
1,32,43.22,1383.04,False,True,False,False,False,True,False,False
0,9,68.75,618.75,False,False,False,True,False,False,True,False
0,4,29.29,117.16,True,False,False,True,False,False,False,False
0,35,113.19,3961.65,False,False,False,False,True,False,True,False
0,12,30.19,362.28,False,False,False,True,False,False,True,False
1,18,105.09,1891.62,True,False,False,False,False,True,True,False
0,5,67.87,339.35,True,True,False,False,True,False,False,False
0,39,36.93,1440.27,False,False,False,True,False,False,False,True
0,7,67.19,470.33,False,False,False,False,True,False,True,False
0,23,38.04,874.92,False,False,False,False,False,True,False,False
0,70,114.71,8029.7,False,False,True,False,False,False,True,False
1,28,117.66,3294.48,False,False,True,False,False,False,False,True
0,33,37.01,1221.33,True,True,False,False,False,True,True,False
0,4,115.15,460.6,True,False,False,False,False,False,False,True
0,43,100.21,4309.03,True,False,False,False,True,False,False,False
0,3,108.84,326.52,False,True,False,False,True,False,True,False
0,39,75.94,2961.66,True,False,False,False,False,True,True,False
0,2,83.01,166.02,True,False,True,False,False,True,True,False
0,40,60.3,2412.0,True,False,True,False,True,False,False,False
0,54,71.67,3746.52,True,True,False,False,False,False,True,False
0,39,74.39,2901.21,True,False,False,False,True,False,True,False
1,16,48.54,776.64,False,False,False,True,False,False,True,False
0,42,60.1,2524.2,False,False,False,False,True,False,False,False
0,17,108.32,1841.44,True,True,False,False,True,False,True,False
0,41,43.39,1778.99,False,True,False,True,False,False,True,False
1,38,60.63,2303.94,False,False,False,False,True,False,False,False
0,60,118.73,7123.8,True,True,False,False,True,False,True,False
0,17,105.05,1785.85,True,False,True,False,False,False,False,True
1,70,40.81,2856.7,True,False,True,False,True,False,False,False
0,10,33.19,331.9,True,True,False,False,False,False,True,False
0,32,82.69,2646.08,False,False,True,True,False,False,False,False
0,51,72.65,3705.15,True,False,True,False,False,False,False,False
0,52,59.42,3089.84,True,True,False,False,False,False,True,False
0,19,25.37,482.03,False,False,False,True,False,False,True,False
0,52,25.22,1311.44,True,False,False,True,False,False,True,False
0,46,22.31,1026.26,True,False,False,True,False,False,True,False
0,30,55.32,1659.6,False,False,False,False,True,False,True,False
1,17,35.59,605.03,True,False,False,False,True,False,True,False
0,6,44.07,264.42,True,True,False,False,False,False,True,False
0,14,92.53,1295.42,True,False,False,False,False,False,False,False
0,54,22.63,1222.02,True,False,False,False,False,False,False,False
1,18,96.25,1732.5,True,True,False,False,False,False,True,False
0,31,34.97,1084.07,False,False,False,False,True,False,False,False
0,43,56.93,2447.99,False,False,False,False,False,True,True,False
0,62,90.82,5630.84,False,True,False,False,True,False,True,False
0,36,79.93,2877.48,True,False,True,True,False,False,False,False
0,6,50.22,301.32,False,False,False,False,False,True,True,False
0,11,45.26,497.86,True,False,False,False,True,False,True,False
0,51,71.67,5369.79,True,False,False,False,False,False,False,False
0,42,88.37,3711.54,False,False,True,False,False,True,False,False
0,44,58.59,2577.96,True,False,True,False,False,False,False,False
0,43,91.24,3923.32,True,False,False,False,True,False,False,False
0,51,102.27,5215.77,True,False,False,False,False,False,False,False
1,48,106.92,5132.16,True,False,False,True,False,False,True,False
0,3,94.28,282.84,False,True,False,False,False,True,True,False
0,26,70.15,1823.9,False,False,True,False,False,False,False,False
0,40,113.46,4538.4,False,False,False,True,False,False,False,True
0,16,24.92,398.72,False,False,False,False,False,False,False,True
0,61,111.29,6788.69,False,False,False,False,False,True,False,False
0,33,39.58,1306.14,False,True,False,False,True,False,False,False
0,69,74.55,5143.95,False,True,False,True,False,False,True,False
0,65,40.19,2612.35,True,False,False,False,False,False,True,False
0,6,90.59,543.54,False,False,True,False,False,False,False,False
0,30,82.28,2468.4,True,True,False,True,False,False,False,False
0,37,33.85,1252.45,True,False,False,False,False,True,False,True
0,61,64.61,3941.21,True,True,False,True,False,False,True,False
0,69,99.26,6848.94,True,False,True,True,False,False,True,False
0,16,29.16,466.56,True,False,False,False,False,True,True,False
0,18,62.77,1129.86,False,False,True,False,False,True,False,True
0,58,45.79,2655.82,False,False,True,False,False,False,False,False
0,24,99.7,2392.8,True,True,False,False,True,False,True,False
0,51,84.68,4318.68,True,False,True,False,False,True,True,False
0,53,103.3,5474.9,True,False,True,False,True,False,False,False
1,30,87.1,2613.0,False,False,False,False,False,True,True,False
0,48,33.88,1626.24,True,False,False,True,False,False,False,True
0,53,65.73,3483.69,True,False,True,False,False,False,False,True
0,41,68.58,2811.78,False,False,True,False,True,False,True,False
1,47,60.88,2861.36,False,False,False,True,False,False,False,False
0,13,99.26,1290.38,True,False,True,False,False,False,True,False
0,25,106.2,2655.0,True,False,False,False,True,False,False,False
0,59,74.52,4396.68,True,False,False,False,False,False,False,False
0,26,54.59,1419.34,False,False,False,False,False,False,True,False
0,58,118.58,6877.64,True,True,False,False,False,True,True,False
0,64,36.23,2318.72,False,False,False,False,False,True,False,False
0,24,83.4,2001.6,False,False,False,False,False,False,True,False
0,57,96.56,5503.92,True,False,False,False,False,True,True,False
0,32,50.06,1601.92,True,False,False,False,False,False,False,False
0,50,90.19,4509.5,False,False,False,False,True,False,False,True
0,53,93.1,4934.3,False,False,False,False,False,False,True,False
0,47,65.12,3060.64,False,False,False,False,False,True,True,False
0,55,71.67,2583.9,False,False,False,False,True,False,True,False
0,36,41.29,1486.44,True,False,False,False,False,False,True,False
0,47,116.88,5493.36,False,True,False,True,False,False,False,False
0,69,34.06,2350.14,False,False,True,False,False,True,False,False
0,59,35.4,2088.6,True,True,False,False,True,False,True,False
1,34,117.13,3982.42,True,False,False,False,False,True,True,False
0,53,78.92,4182.76,False,False,True,True,False,False,True,False
0,57,84.57,4820.49,False,False,False,False,False,False,False,True
0,42,43.79,1839.18,False,False,True,False,False,True,False,False
0,71,35.88,2547.48,True,False,False,False,False,True,False,False
1,71,94.34,6698.14,False,True,False,False,False,True,False,False
0,50,38.31,1915.5,True,False,False,False,False,False,False,True
0,20,118.53,2370.6,False,False,False,False,False,False,False,False
0,10,108.89,1088.9,True,True,False,False,True,False,True,False
0,45,85.88,3864.6,False,False,False,True,False,False,False,False
0,60,102.21,6132.6,True,True,False,True,False,False,False,True
0,4,63.26,253.04,False,True,False,True,False,False,False,False
0,27,97.98,2645.46,False,False,False,False,True,False,True,False
0,17,66.37,1128.29,False,True,False,False,False,True,True,False
0,15,83.02,1245.3,True,False,True,False,False,False,True,False
0,53,60.07,3183.71,True,True,False,False,False,True,True,False
0,9,37.69,339.21,True,False,False,False,True,False,False,True
0,41,81.03,3322.23,True,False,False,False,True,False,False,True
0,56,87.07,4875.92,True,True,False,False,False,False,True,False
0,3,69.1,207.3,True,False,False,True,False,False,False,False
0,31,105.64,3274.84,True,False,False,True,False,False,True,False
0,42,38.68,1624.56,False,True,False,False,False,False,True,False
1,2,66.78,133.56,False,False,False,True,False,False,False,False
0,26,69.11,1796.86,False,True,False,False,True,False,True,False
0,65,103.99,6759.35,False,True,False,True,False,False,True,False
0,7,58.3,408.1,False,False,False,True,False,False,True,False
1,67,117.36,7863.12,True,False,False,False,True,False,False,False
0,6,46.53,279.18,True,True,False,True,False,False,True,False
0,17,21.73,369.41,False,False,False,False,False,True,True,False
0,27,65.37,1764.99,True,False,False,True,False,False,False,False
0,41,43.33,1776.53,True,True,False,False,False,True,True,False
0,45,64.91,2920.95,True,False,True,True,False,False,False,True
0,58,115.81,6716.98,True,False,False,False,True,False,False,False
1,69,112.29,7748.01,False,False,False,True,False,False,False,False
0,29,113.41,3288.89,True,False,True,True,False,False,True,False
0,44,116.34,5118.96,False,False,False,True,False,False,False,False
0,8,66.79,534.32,False,False,False,False,True,False,False,False
1,11,74.92,824.12,False,False,False,False,False,False,True,False
0,29,118.57,3438.53,True,False,False,True,False,False,False,True
0,60,35.46,2127.6,True,False,False,False,False,True,True,False
0,19,118.96,2260.24,False,False,True,False,False,False,True,False
0,33,92.86,3064.38,False,False,False,False,False,False,True,False
0,46,70.41,3238.86,False,False,True,False,False,True,False,False
1,55,71.67,5327.85,True,False,False,False,False,False,True,False
0,61,53.51,3264.11,False,False,False,False,False,False,True,False
0,18,71.67,442.62,True,False,False,False,True,False,True,False
0,70,93.39,6537.3,False,True,False,False,True,False,False,False
0,71,55.51,3941.21,True,False,False,False,False,True,False,False
0,1,84.55,84.55,True,False,False,False,False,False,False,False
0,36,105.25,3789.0,True,True,False,False,False,False,True,False
0,63,65.12,4102.56,False,True,False,False,False,False,True,False
0,40,118.88,4755.2,True,False,False,False,True,False,True,False
0,10,84.45,844.5,True,False,False,False,False,False,True,False
0,71,96.13,6825.23,False,False,False,True,False,False,False,True
0,41,73.74,3023.34,False,False,False,False,False,False,True,False
0,64,75.49,4831.36,False,False,False,True,False,False,False,False
0,68,78.02,5305.36,False,True,False,True,False,False,True,False
0,72,91.95,6620.4,True,False,False,True,False,False,False,False
0,54,100.87,5446.98,True,False,True,False,False,False,False,False
0,33,33.03,1089.99,True,False,False,True,False,False,False,True
0,45,100.34,4515.3,False,False,False,False,False,False,False,False
0,44,70.7,3110.8,False,False,True,False,False,True,True,False
0,53,77.08,4085.24,False,False,False,True,False,False,True,False
0,25,83.1,2077.5,True,False,True,False,False,True,True,False
0,60,27.89,1673.4,False,False,True,True,False,False,False,False
1,21,70.6,1482.6,False,False,False,False,False,False,False,False
0,63,49.85,3140.55,False,True,False,False,False,True,False,False
0,29,92.68,2687.72,False,False,False,False,False,False,False,False
0,10,81.27,812.7,False,True,False,True,False,False,False,True
0,44,90.6,3986.4,False,False,False,True,False,False,False,False
1,17,101.93,1732.81,False,False,False,True,False,False,False,False
0,32,39.25,1256.0,True,False,False,False,False,False,False,False
0,68,116.05,7891.4,True,False,False,False,True,False,False,True
1,5,110.82,554.1,True,False,False,True,False,False,False,False
0,45,63.17,2842.65,False,True,False,False,False,False,True,False
1,48,55.4,2659.2,False,False,True,False,False,False,False,False
0,32,22.02,704.64,True,False,False,False,False,True,False,False
0,43,37.87,1628.41,True,True,False,False,True,False,True,False
0,60,112.19,6731.4,True,False,False,False,True,False,False,True
0,21,109.27,2294.67,True,False,True,True,False,False,True,False
0,53,54.5,2888.5,False,False,False,False,False,False,False,False
0,36,119.35,4296.6,True,False,True,False,True,False,True,False
1,63,55.45,3493.35,True,True,False,True,False,False,True,False
0,14,26.93,377.02,False,True,False,True,False,False,True,False
1,55,109.87,6042.85,False,True,False,False,False,True,False,False
0,20,101.73,2034.6,False,False,False,False,False,False,False,False
0,21,83.34,1750.14,False,True,False,False,False,True,True,False
0,68,116.48,7920.64,True,True,False,True,False,False,False,False
0,24,87.25,2094.0,True,True,False,False,False,True,False,True
0,64,69.94,4476.16,False,True,False,False,False,False,False,False
0,45,37.0,1665.0,True,False,False,False,True,False,True,False
1,21,61.55,1292.55,True,False,False,False,False,False,True,False
0,23,103.59,2382.57,True,False,False,False,False,True,True,False
0,8,98.7,789.6,False,True,False,True,False,False,False,False
1,10,39.58,395.8,False,False,True,True,False,False,True,False
0,55,93.64,5150.2,True,False,False,True,False,False,False,True
0,69,115.76,7987.44,True,False,False,False,True,False,False,False
0,6,110.12,660.72,True,False,False,False,False,True,False,False
0,1,78.36,78.36,False,True,False,False,True,False,True,False
1,33,90.62,2990.46,False,True,False,False,False,False,False,False
1,43,45.94,1975.42,False,False,False,False,False,True,True,False
0,38,71.18,2704.84,False,False,True,False,False,False,True,False
0,12,71.26,855.12,False,True,False,False,False,False,True,False
0,6,82.19,493.14,True,False,False,False,False,True,True,False
0,17,86.12,1464.04,True,False,False,False,True,False,False,False
0,4,100.19,400.76,False,True,False,False,True,False,False,False
0,56,30.96,1733.76,True,False,False,False,False,True,False,False
0,66,28.25,1864.5,False,False,True,True,False,False,False,False
1,66,32.78,2163.48,False,False,False,True,False,False,True,False
0,59,43.28,2553.52,False,False,False,True,False,False,False,False
0,72,84.51,6084.72,True,True,False,False,False,True,True,False
0,5,93.45,467.25,False,False,False,False,True,False,True,False
0,46,74.19,3412.74,True,False,False,False,False,False,True,False
0,64,118.25,7568.0,True,False,True,False,False,True,False,False
0,46,97.2,4471.2,True,False,False,False,True,False,False,False
0,4,113.64,454.56,True,True,False,False,False,False,True,False
0,56,38.84,2175.04,False,False,False,True,False,False,False,True
1,19,76.06,1445.14,False,False,False,False,True,False,True,False
0,19,93.61,1778.59,True,False,True,True,False,False,True,False
0,66,69.43,4582.38,True,True,False,False,False,True,True,False
0,46,117.29,5395.34,False,False,False,False,False,False,True,False
1,15,71.67,375.6,True,False,True,True,False,False,True,False
0,16,105.48,1687.68,True,False,False,False,True,False,True,False
0,45,57.14,2571.3,True,False,False,False,False,True,False,False
0,47,117.56,5525.32,True,False,False,False,False,True,True,False
0,46,32.32,1486.72,False,True,False,False,True,False,False,False
0,55,118.44,6514.2,True,False,False,False,False,True,True,False
0,19,20.03,380.57,False,False,False,True,False,False,True,False
0,13,41.63,541.19,True,False,False,False,False,False,True,False
0,50,104.2,5210.0,False,True,False,False,False,True,False,True
0,59,114.66,6764.94,False,True,False,True,False,False,True,False
0,45,44.38,1997.1,False,False,False,True,False,False,True,False
0,65,109.71,7131.15,False,False,False,False,False,True,False,False
0,25,101.18,2529.5,False,False,True,False,False,True,False,True
1,31,31.02,961.62,True,False,False,True,False,False,False,False
0,55,113.15,6223.25,False,False,True,False,False,True,True,False
0,13,46.46,603.98,True,False,False,False,False,True,True,False
1,33,112.21,3702.93,False,False,False,False,False,False,True,False
0,60,87.71,5262.6,False,False,False,False,True,False,False,False
0,25,21.36,534.0,True,True,False,False,True,False,True,False
0,1,118.96,118.96,True,True,False,True,False,False,False,False
0,69,45.05,3108.45,True,False,False,False,False,True,False,False
1,3,70.77,212.31,False,False,True,True,False,False,True,False
0,63,57.18,3602.34,False,True,False,False,True,False,False,False
0,13,111.12,1444.56,False,False,False,False,True,False,False,False
1,62,119.27,7394.74,True,True,False,False,True,False,True,False
0,21,25.1,527.1,True,True,False,True,False,False,True,False
0,9,37.03,333.27,False,False,False,False,True,False,False,False
0,66,68.76,4538.16,True,False,False,False,False,True,False,True
0,47,115.21,5414.87,True,False,False,False,False,False,False,True
0,65,20.76,1349.4,True,False,False,True,False,False,False,False
0,58,70.1,4065.8,False,False,True,True,False,False,True,False
0,3,108.29,324.87,True,False,True,False,False,True,True,False
0,34,77.63,2639.42,False,True,False,True,False,False,False,False
0,48,105.76,5076.48,True,True,False,False,False,False,False,False
0,7,85.42,597.94,False,True,False,False,True,False,False,True
0,30,90.94,2728.2,True,False,False,False,False,True,False,False
0,58,59.75,3465.5,False,True,False,False,False,True,False,False
0,55,96.08,5284.4,True,False,True,True,False,False,True,False
1,2,81.64,163.28,True,False,False,True,False,False,True,False
0,68,102.77,6988.36,True,False,False,False,False,True,False,False
0,49,115.86,5677.14,False,False,False,True,False,False,False,True
0,49,36.06,1766.94,False,False,True,False,False,False,True,False
0,14,94.81,1327.34,True,False,True,False,False,False,True,False
0,36,54.16,1949.76,True,False,False,True,False,False,False,True
0,48,87.96,4222.08,False,False,False,False,True,False,False,False
0,15,59.12,886.8,True,False,True,True,False,False,False,True
0,40,73.81,2952.4,False,False,False,True,False,False,False,False
0,8,85.91,687.28,True,False,False,True,False,False,True,False
0,50,88.03,4401.5,True,False,True,True,False,False,False,False
0,8,104.87,838.96,False,False,False,True,False,False,True,False
0,35,114.82,4018.7,False,False,True,False,False,True,True,False
0,43,54.25,2332.75,False,False,False,True,False,False,True,False
1,58,81.71,4739.18,True,False,False,False,True,False,False,False
1,72,44.41,3197.52,False,False,True,True,False,False,True,False
0,43,31.37,1348.91,False,False,True,False,False,False,False,False
0,44,83.93,3692.92,True,True,False,False,False,False,True,False
0,52,48.04,2498.08,False,False,False,False,False,True,False,False
0,31,113.09,3505.79,True,True,False,False,False,False,False,False
1,52,29.71,1544.92,True,True,False,False,False,False,False,False
1,47,24.08,1131.76,False,False,True,False,False,False,False,True
0,69,105.08,7250.52,False,False,False,False,False,False,True,False
0,64,113.94,7292.16,True,False,False,True,False,False,True,False
0,13,45.33,589.29,False,False,False,True,False,False,True,False
0,2,24.73,49.46,False,False,False,False,False,False,True,False
0,9,46.84,421.56,True,False,False,False,False,True,True,False
0,61,60.62,3697.82,False,True,False,False,False,True,False,True
0,67,62.82,4208.94,False,False,True,False,False,True,True,False
0,22,111.7,2457.4,True,False,False,True,False,False,True,False
0,58,115.36,6690.88,False,False,False,False,False,False,True,False
0,67,30.52,2044.84,False,False,True,False,True,False,True,False
0,50,99.78,4989.0,False,False,False,False,True,False,False,False
0,53,91.89,4870.17,False,False,False,True,False,False,True,False
0,51,44.34,2261.34,True,False,False,False,False,False,False,False
0,55,46.9,2579.5,False,True,False,False,True,False,False,False
0,7,59.78,418.46,False,False,False,True,False,False,False,False
0,50,91.98,4599.0,False,True,False,True,False,False,True,False
0,16,91.66,1466.56,False,False,True,False,False,False,False,True
0,39,27.19,1060.41,False,False,False,False,True,False,False,False
0,45,76.07,3423.15,True,False,False,True,False,False,True,False
0,7,110.5,773.5,False,False,False,False,False,True,True,False
0,43,64.13,2757.59,True,False,False,True,False,False,True,False
0,69,34.03,2348.07,False,True,False,True,False,False,True,False
1,45,76.62,3447.9,True,False,True,False,False,False,True,False
0,39,110.2,4297.8,True,False,False,True,False,False,False,False
0,65,50.39,3275.35,True,False,False,True,False,False,False,True
0,72,75.05,5403.6,False,False,False,False,False,True,False,False
1,23,108.9,2504.7,True,True,False,False,False,False,False,False
1,30,71.67,714.3,True,False,False,False,False,False,True,False
1,46,40.28,1852.88,False,False,False,False,False,True,True,False
1,48,91.43,4388.64,True,False,True,False,True,False,False,True
1,37,34.87,1290.19,False,False,True,False,False,False,True,False
0,30,44.77,1343.1,True,False,True,False,False,False,False,False
1,44,102.0,4488.0,True,False,False,False,False,False,True,False
1,9,91.26,821.34,True,False,False,False,False,True,True,False
0,25,68.25,1706.25,True,False,False,False,False,True,False,False
0,17,52.46,891.82,True,False,True,True,False,False,True,False
0,29,76.21,2210.09,False,False,False,False,False,True,False,False
0,26,67.6,1757.6,False,False,False,False,True,False,False,False
0,2,44.2,88.4,False,False,True,True,False,False,False,False
0,14,72.67,1017.38,False,True,False,False,True,False,True,False
1,49,110.22,5400.78,True,False,False,False,False,False,True,False
0,60,86.99,5219.4,True,True,False,False,True,False,True,False
0,44,43.2,1900.8,True,False,True,True,False,False,False,False
0,12,111.61,1339.32,False,False,False,True,False,False,False,False
0,34,59.42,2020.28,True,True,False,True,False,False,False,True
0,20,84.42,1688.4,False,False,False,False,True,False,True,False
0,13,118.54,1541.02,True,False,True,True,False,False,True,False
0,42,65.38,2745.96,True,False,False,False,True,False,True,False
0,48,98.61,4733.28,False,False,True,False,False,False,True,False
1,7,38.67,270.69,False,False,False,False,False,True,False,False
0,15,67.87,1018.05,True,False,False,False,False,True,True,False
1,5,57.88,289.4,False,False,False,False,True,False,True,False
0,31,44.05,1365.55,False,False,False,False,False,True,False,False
0,19,94.76,1800.44,True,False,True,False,False,False,True,False
1,70,108.03,7562.1,True,False,False,False,True,False,True,False
0,34,36.25,1232.5,True,False,False,False,False,False,False,False
0,43,114.35,4917.05,False,False,False,False,False,False,True,False
0,54,113.58,6133.32,False,False,True,False,False,False,False,False
1,36,84.09,3027.24,True,True,False,True,False,False,True,False
0,31,41.89,1298.59,True,False,False,False,True,False,False,False
0,32,103.29,3305.28,True,False,False,False,False,False,False,False
0,19,58.85,1118.15,False,True,False,False,False,True,False,True
0,38,34.69,1318.22,True,True,False,False,True,False,False,False
0,57,92.74,5286.18,True,False,False,False,False,True,True,False
1,56,95.36,5340.16,True,False,False,True,False,False,False,True
1,69,80.28,5539.32,False,True,False,False,False,True,True,False
1,43,119.49,5138.07,True,False,False,False,False,True,True,False
1,59,38.75,2286.25,True,False,False,False,True,False,True,False
0,31,68.16,2112.96,True,False,False,True,False,False,True,False
0,48,73.15,3511.2,True,False,False,False,False,False,False,False
0,51,36.64,1868.64,False,False,False,False,True,False,True,False
0,52,53.36,2774.72,True,False,False,False,False,True,True,False
0,1,29.69,29.69,False,False,False,False,True,False,False,True
0,72,75.08,5405.76,True,True,False,True,False,False,False,False
0,42,51.22,2151.24,False,True,False,False,True,False,False,False
0,5,59.55,297.75,False,True,False,False,True,False,True,False
0,3,95.79,287.37,True,False,False,False,False,False,False,False
0,14,76.57,1071.98,True,True,False,False,False,True,False,False
0,51,71.67,5185.17,True,False,True,False,False,True,True,False
1,8,79.98,639.84,True,False,False,False,False,False,False,True
0,10,80.91,809.1,True,False,False,False,False,True,True,False
0,66,39.6,2613.6,True,False,True,True,False,False,True,False
0,36,48.13,1732.68,False,True,False,True,False,False,False,False
0,49,115.41,5655.09,False,True,False,False,True,False,False,False
0,49,104.41,5116.09,False,False,True,False,False,False,True,False
0,38,81.71,3104.98,True,False,False,True,False,False,True,False
0,40,78.33,3133.2,False,False,False,False,False,False,False,False
0,25,80.05,2001.25,False,True,False,True,False,False,True,False
0,28,34.87,976.36,False,False,False,True,False,False,False,False
1,30,117.91,3537.3,True,False,False,True,False,False,True,False
0,65,86.18,5601.7,False,True,False,True,False,False,True,False
0,27,79.45,2145.15,True,False,False,False,True,False,False,False
0,50,47.24,2362.0,True,False,False,False,True,False,True,False
0,4,59.05,236.2,True,False,False,True,False,False,False,False
1,32,97.95,3134.4,True,False,False,False,False,False,False,False
0,16,115.42,1846.72,False,False,True,False,True,False,False,False
