Customer_ID,Gender,Senior_Citizen,Tenure,Monthly_Charges,Total_Charges,Contract,Payment_Method,Internet_Service
C01340,Male,0,47,98.43,4626.21,Month-to-month,Mailed Check,DSL
C01341,Male,0,5,112.27,561.35,Month-to-month,Mailed Check,DSL
C01342,Male,0,50,57.62,2881.0,Month-to-month,Bank Transfer,Fiber Optic
C01343,Female,0,24,70.63,1695.12,Month-to-month,Mailed Check,DSL
C01344,Female,0,47,56.31,2646.57,month to month,Bank Transfer,Fiber Optic
C01345,Female,0,18,45.71,822.78,Month-to-month,Bank Transfer,No
C01346,Male,0,28,95.1,2662.8,Month-to-month,Electronic Check,Fiber Optic
C01347,MALE,0,5,53.97,269.85,Month-to-month,Mailed Check,DSL
C01348,Male,1,30,-10.0,1884.3,Month-to-month,Electronic Check,Fiber Optic
C01349,Female,0,1,60.37,60.37,Two Year,Electronic Check,DSL
C01350,Male,0,46,91.27,4198.42,One Year,Bank Transfer,Fiber Optic
C01351,Female,0,69,111.78,7712.82,One Year,Credit Card,Fiber Optic
C01352,Female,0,31,99999.0,2687.08,Two Year,Bank Transfer,Fiber Optic
C01353,M,0,70,67.16,4701.2,One Year,Electronic Check,No
C01354,Female,0,56,97.92,5483.52,Two Year,Bank Transfer,No
C01355,Male,1,28,84.1,2354.8,Month-to-month,Bank Transfer,Fiber Optic
C01356,Female,1,16,26.06,416.96,Month-to-month,Bank Transfer,DSL
C01357,Female,0,54,29.57,1596.78,Month-to-month,Mailed Check,DSL
C01358,Male,0,53,23.79,1260.87,Month-to-month,Bank Transfer,Fiber Optic
C01359,Male,1,12,65.68,788.16,Two Year,Electronic Check,Fiber Optic
C01360,Female,0,20,102.59,2051.8,One Year,Bank Transfer,
C01361,Female,0,34,51.31,1744.54,Month-to-month,Mailed Check,DSL
C01362,Male,0,53,58.42,3096.26,One Year,Electronic Check,Fiber Optic
C01363,Female,0,64,110.95,7100.8,Month-to-month,Bank Transfer,Fiber Optic
C01364,Female,0,23,103.69,2384.87,Month-to-month,Electronic Check,Fiber Optic
C01365,Female,0,27,86.5,2335.5,One Year,Mailed Check,DSL
C01366,Male,0,17,46.68,793.56,Two Year,Credit Card,Fiber Optic
C01367,Female,0,48,31.7,1521.6,Two Year,Mailed Check,DSL
C01368,Female,0,21,21.61,453.81,One Year,Mailed Check,Fiber Optic
C01369,Male,0,50,30.7,1535.0,Month-to-month,Electronic Check,Fiber Optic
C01370,Male,0,40,49.26,1970.4,Month-to-month,Electronic Check,Fiber Optic
C01371,Female,0,3,75.18,225.54,Month-to-month,Credit Card,DSL
C01372,Male,0,17,26.4,448.8,One Year,Credit Card,Fiber Optic
C01373,Female,1,61,33.62,2050.82,month to month,Credit Card,DSL
C01374,Male,1,50,38.11,1905.5,Month-to-month,Mailed Check,Fiber Optic
C01375,,0,6,83.2,499.2,Two Year,,DSL
C01376,Female,0,28,81.58,2284.24,Two Year,Credit Card,Fiber Optic
C01377,Male,0,72,75.08,5405.76,One Year,Credit Card,DSL
C01378,Female,0,55,45.05,2477.75,Month-to-month,Credit Card,DSL
C01379,Male,1,58,57.11,3312.38,Month-to-month,Bank Transfer,Fiber Optic
C01380,Female,1,45,29.67,1335.15,Month-to-month,Bank Transfer,Fiber Optic
C01381,Male,0,72,42.65,3070.8,One Year,Credit Card,DSL
C01382,Male,0,19,109.77,2085.63,Month-to-month,Mailed Check,Fiber Optic
C01383,Female,0,29,117.97,3421.13,Two Year,Electronic Check,DSL
C01384,Male,0,23,84.77,250000.0,Two Year,Mailed Check,Fiber Optic
C01385,Female,0,32,111.68,3573.76,Month-to-month,Electronic Check,DSL
C01386,Male,0,10,84.27,842.7,Month-to-month,Credit Card,DSL
C01387,Female,0,49,23.32,1142.68,One Year,Bank Transfer,Fiber Optic
C01388,Male,0,65,119.68,7779.2,Two Year,Bank Transfer,DSL
C01389,female,0,29,29.9,867.1,Two Year,Electronic Check,Fiber Optic
C01390,Male,0,59,88.26,5207.34,Month-to-month,Credit Card,Fiber Optic
C01391,,0,45,45.28,2037.6,Month-to-month,Bank Transfer,Fiber Optic
C01392,Male,0,67,59.2,3966.4,One Year,Credit Card,DSL
C01393,Male,0,51,84.59,4314.09,One Year,Credit Card,Fiber Optic
C01394,Female,0,11,63.65,700.15,Month-to-month,Electronic Check,No
C01395,Male,1,6,45.05,270.3,Month-to-month,Credit Card,DSL
C01396,Female,0,67,53.44,3580.48,One Year,Credit Card,Fiber Optic
C01397,Male,0,62,54.15,3357.3,Month-to-month,Electronic Check,DSL
C01398,Male,0,5,115.93,579.65,Two Year,Bank Transfer,Fiber Optic
C01399,Female,0,9,99.86,898.74,Month-to-month,Mailed Check,DSL
C01400,Female,1,28,65.85,1843.8,One Year,Credit Card,Fiber Optic
C01401,Male,0,38,39.98,1519.24,One Year,Electronic Check,DSL
C01402,Male,1,43,,4347.3,Month-to-month,Bank Transfer,DSL
C01403,Male,0,21,35.72,750.12,One Year,Credit Card,DSL
C01404,Female,1,62,41.05,2545.1,One Year,Mailed Check,Fiber Optic
C01405,Female,0,46,56.6,2603.6,two year,Bank Transfer,Fiber Optic
C01406,Male,1,70,108.03,7562.1,Month-to-month,Electronic Check,Fiber Optic
C01407,Female,0,38,33.18,1260.84,One Year,Credit Card,Fiber Optic
C01408,Female,0,49,,1578.78,One Year,Electronic Check,Fiber Optic
C01409,Female,0,39,69.4,2706.6,Month-to-month,Mailed Check,DSL
C01410,Female,1,71,47.64,3382.44,Two Year,Mailed Check,DSL
C01411,Male,0,30,76.87,2306.1,Month-to-month,Electronic Check,Fiber Optic
C01412,Male,0,21,65.16,1368.36,Month-to-month,Credit Card,Fiber Optic
C01413,Male,1,1,63.5,63.5,Month-to-month,Electronic Check,DSL
C01414,Male,0,32,31.2,998.4,Month-to-month,Bank Transfer,DSL
C01415,Female,0,8,34.1,272.8,Two Year,Electronic Check,Fiber Optic
C01416,Female,0,69,102.11,7045.59,One Year,Mailed Check,Fiber Optic
C01417,Male,0,30,108.59,3257.7,Month to month,Credit Card,DSL
C01418,Male,1,8,43.47,347.76,Two Year,Credit Card,DSL
C01419,Male,0,19,31.35,595.65,Month-to-month,Mailed Check,Fiber Optic
C01420,Female,0,59,25.34,1495.06,One Year,Mailed Check,DSL
C01421,Male,1,55,80.83,4445.65,Month-to-month,Bank Transfer,DSL
C01422,Female,0,30,91.54,2746.2,Month-to-month,Mailed Check,Fiber Optic
C01423,Male,0,36,57.28,2062.08,Month-to-month,Mailed Check,DSL
C01424,Male,0,55,87.97,4838.35,One Year,Mailed Check,Fiber Optic
C01425,Female,0,44,91.3,4017.2,Month-to-month,Credit Card,DSL
C01426,Female,0,27,113.53,3065.31,Month-to-month,Mailed Check,DSL
C01427,Male,1,54,26.49,1430.46,Month-to-month,Electronic Check,Fiber Optic
C01428,Female,0,48,39.23,1883.04,Month-to-month,Electronic Check,DSL
C01429,Female,0,30,26.85,805.5,Two Year,Credit Card,DSL
C01430,Female,0,39,106.8,4165.2,Month-to-month,Bank Transfer,No
C01431,Male,0,13,99.26,1290.38,Two Year,Bank Transfer,Fiber Optic
C01432,Female,1,16,77.46,1239.36,Month-to-month,Credit Card,Fiber Optic
C01433,Male,1,44,28.37,1248.28,One Year,Electronic Check,No
C01434,Female,0,71,47.33,3360.43,Month-to-month,Credit Card,DSL
C01435,Male,0,27,49.77,1343.79,Two Year,Mailed Check,No
C01436,Male,0,45,76.07,3423.15,Month-to-month,Credit Card,Fiber Optic
C01437,Male,0,35,45.8,1603.0,One Year,Bank Transfer,Fiber Optic
C01438,Female,0,28,27.3,764.4,Two Year,Electronic Check,Fiber Optic
C01439,Male,0,7,93.08,651.56,Two Year,Bank Transfer,DSL
C01440,Female,0,62,49.91,3094.42,Month-to-month,Bank Transfer,DSL
C01441,Female,0,51,65.24,3327.24,Two Year,Electronic Check,DSL
C01442,Male,0,46,32.77,1507.42,One Year,Mailed Check,Fiber Optic
C01443,Female,0,20,100.25,2005.0,Month-to-month,Electronic Check,Fiber Optic
C01444,Male,0,38,76.55,2908.9,Month-to-month,Electronic Check,DSL
C01445,Female,0,61,110.16,6719.76,Month-to-month,Credit Card,DSL
C01446,Male,0,32,69.55,2225.6,Month-to-month,Electronic Check,
C01447,Female,1,26,114.14,2967.64,One Year,Credit Card,Fiber Optic
C01448,Female,0,58,109.19,6333.02,One Year,Bank Transfer,Fiber Optic
C01449,Female,0,39,77.65,3028.35,Month-to-month,Electronic Check,Fiber Optic
C01450,Female,0,20,113.39,2267.8,Two Year,Mailed Check,DSL
C01451,Male,1,50,52.31,2615.5,Month-to-month,Credit Card,Fiber Optic
C01452,Female,1,52,56.56,2941.12,Two Year,Credit Card,No
C01453,Female,0,22,24.55,540.1,Two Year,Mailed Check,DSL
C01454,Female,0,53,78.92,4182.76,Two Year,Credit Card,Fiber Optic
C01455,Male,1,66,92.19,6084.54,Two Year,Credit Card,Fiber Optic
C01456,Female,0,43,97.35,4186.05,Month-to-month,Mailed Check,No
C01457,Female,0,23,34.98,804.54,Month-to-month,Bank Transfer,Fiber Optic
C01458,Female,0,64,64.42,4122.88,Month-to-month,electronic check,Fiber Optic
C01459,Male,0,9,37.69,339.21,Month-to-month,Electronic Check,No
C01460,Female,0,7,86.21,603.47,One Year,E-Check,DSL
C01461,Male,0,41,35.79,1467.39,Month-to-month,Electronic Check,DSL
C01462,Female,0,54,110.42,5962.68,Two Year,Electronic Check,Fiber Optic
C01463,Male,1,65,43.06,2798.9,Two Year,Electronic Check,DSL
C01464,Female,0,2,49.14,98.28,Month-to-month,Credit Card,Fiber Optic
C01465,Female,0,4,105.09,420.36,Month-to-month,Electronic Check,Fiber Optic
C01466,Male,0,32,65.85,2107.2,Month-to-month,Credit Card,Fiber Optic
C01467,Female,0,2,22.4,44.8,Two Year,Mailed Check,Fiber Optic
C01468,Male,0,64,69.46,4445.44,One Year,Bank Transfer,No
C01469,Female,1,14,28.45,398.3,Month-to-month,Credit Card,DSL
C01470,Female,0,20,118.53,2370.6,Month-to-month,Bank Transfer,DSL
C01471,Female,0,49,78.81,3861.69,Month-to-month,Mailed Check,No
C01472,Female,0,8,45.65,365.2,Two Year,Electronic Check,Fiber Optic
C01473,Female,0,63,76.37,4811.31,Month to month,Bank Transfer,Fiber Optic
C01474,Male,1,46,27.69,1273.74,Month-to-month,Bank Transfer,DSL
C01475,Male,0,21,99.99,2099.79,Two Year,Mailed Check,DSL
C01476,Female,1,32,112.53,3600.96,Two Year,Mailed Check,DSL
C01477,Female,0,8,,859.52,Two Year,Mailed Check,Fiber Optic
C01478,F,0,16,54.18,866.88,Month-to-month,Credit Card,DSL
C01479,Female,0,40,52.58,2103.2,One Year,Credit Card,Fiber Optic
C01480,Male,0,27,23.51,634.77,One Year,Bank Transfer,Fiber Optic
C01481,Female,0,18,85.14,1532.52,Month-to-month,Mailed Check,Fiber Optic
C01482,Male,0,35,73.49,2572.15,One Year,Bank Transfer,Fiber Optic
C01483,Female,0,52,65.93,3428.36,Month-to-month,Electronic Check,Fiber Optic
C01484,Male,0,15,110.76,1661.4,Month-to-month,,Fiber Optic
C01485,MALE,0,63,36.79,2317.77,Two Year,Credit Card,No
C01486,Male,0,53,20.97,1111.41,Month-to-month,Mailed Check,No
C01487,Male,1,66,27.33,1803.78,Two Year,Bank Transfer,DSL
C01488,Female,0,31,42.34,1312.54,Month-to-month,Credit Card,No
C01489,Male,0,61,23.33,1423.13,Month-to-month,Electronic Check,No
C01490,Male,0,64,70.28,4497.92,One Year,Electronic Check,
C01491,Male,0,34,51.41,1747.94,One Year,Bank Transfer,Fiber Optic
C01492,Male,0,55,38.05,2092.75,Month-to-month,Mailed Check,No
C01493,Male,0,59,95.01,5605.59,Two Year,Electronic Check,DSL
C01494,Male,0,3,40.45,121.35,Month-to-month,Bank Transfer,Fiber Optic
C01495,Female,1,17,88.76,1508.92,Two Year,Credit Card,DSL
C01496,Female,0,46,54.93,2526.78,Month-to-month,Credit Card,Fiber Optic
C01497,Female,0,38,71.18,2704.84,Two Year,Bank Transfer,Fiber Optic
C01498,Male,0,35,113.39,3968.65,Month-to-month,Mailed Check,
C01499,Male,0,1,23.74,23.74,Two Year,Mailed Check,Fiber Optic
C01500,Female,0,29,,2030.87,One Year,Mailed Check,Fiber Optic
C01501,Female,0,4,105.44,421.76,Month-to-month,Mailed Check,DSL
C01502,male,0,61,78.8,4806.8,Two Year,Bank Transfer,Fiber Optic
C01503,Male,0,17,47.69,810.73,Month-to-month,Bank Transfer,Fiber Optic
C01504,Male,0,28,59.77,1673.56,Month-to-month,Credit Card,Fiber Optic
C01505,Male,0,50,88.03,4401.5,Two Year,Credit Card,DSL
C01506,Male,0,8,109.08,872.64,Month-to-month,Mailed Check,No
C01507,female,0,34,24.11,819.74,Month-to-month,Electronic Check,Fiber Optic
C01508,Female,1,59,27.15,1601.85,Month-to-month,Electronic Check,Fiber Optic
C01509,Female,1,18,52.51,945.18,Two Year,Credit Card,Fiber Optic
C01510,Female,0,59,43.28,2553.52,Month-to-month,Credit Card,DSL
C01511,Female,0,27,46.49,1255.23,Month-to-month,Bank Transfer,Fiber Optic
C01512,Female,0,16,42.13,674.08,One Year,Credit Card,Fiber Optic
C01513,Female,1,10,39.58,395.8,Two Year,Credit Card,Fiber Optic
C01514,Male,0,22,33.06,727.32,Two Year,Mailed Check,Fiber Optic
C01515,Male,0,16,113.4,1814.4,One Year,Electronic Check,No
C01516,Male,0,12,34.42,413.04,One Year,Electronic Check,Fiber Optic
C01517,Female,1,51,40.44,2062.44,Month-to-month,Bank Transfer,Fiber Optic
C01518,FEMALE,0,1,44.63,44.63,Month-to-month,Electronic Check,DSL
C01519,Male,1,27,113.3,3059.1,One Year,Mailed Check,DSL
C01520,Female,0,67,95.57,6403.19,Two Year,Mailed Check,Fiber Optic
C01521,Male,0,12,98.97,1187.64,One Year,Bank Transfer,No
C01522,Female,0,30,30.48,914.4,Month-to-month,Credit Card,DSL
C01523,Male,0,9,103.63,932.67,Month-to-month,Credit Card,Fiber Optic
C01524,Male,0,53,60.82,3223.46,One Year,Mailed Check,DSL
C01525,Male,0,61,46.28,2823.08,One Year,Bank Transfer,Fiber Optic
C01526,Male,1,54,77.58,4189.32,One Year,,Fiber Optic
C01527,Male,0,37,102.22,3782.14,One Year,Electronic Check,Fiber Optic
C01528,Male,0,65,97.87,6361.55,Month-to-month,Electronic Check,DSL
C01529,Female,0,42,109.0,4578.0,Two Year,Mailed Check,DSL
C01530,Female,1,49,112.81,5527.69,One Year,Credit Card,Fiber Optic
C01531,Male,0,4,43.81,175.24,Month-to-month,Electronic Check,Fiber Optic
C01532,Female,1,64,62.39,3992.96,Month-to-month,Bank Transfer,DSL
C01533,Female,1,51,21.46,1094.46,Two Year,Credit Card,DSL
C01534,Male,0,72,107.93,7770.96,Two Year,Electronic Check,DSL
C01535,Male,0,60,35.46,2127.6,Month-to-month,Mailed Check,Fiber Optic
C01536,Male,0,31,106.15,3290.65,Month-to-month,Credit Card,DSL
C01537,Male,0,72,52.94,3811.68,Month-to-month,Credit Card,Fiber Optic
C01538,Female,1,58,56.81,3294.98,Month-to-month,Electronic Check,DSL
C01539,Male,0,4,23.91,95.64,One Year,Bank Transfer,Fiber Optic
C01540,Female,0,22,52.69,1159.18,One Year,Electronic Check,Fiber Optic
C01541,Female,0,3,108.84,326.52,One Year,Electronic Check,Fiber Optic
C01542,Male,0,47,22.55,1059.85,One Year,Electronic Check,DSL
C01543,Female,1,38,60.63,2303.94,Month-to-month,Electronic Check,DSL
C01544,Male,0,33,23.14,763.62,Month-to-month,Electronic Check,No
C01545,Female,0,48,57.09,2740.32,Month-to-month,Mailed Check,Fiber Optic
C01546,Male,0,65,37.26,2421.9,Month-to-month,Electronic Check,DSL
C01547,Female,0,26,45.22,1175.72,Month-to-month,Bank Transfer,Fiber Optic
C01548,Female,0,8,107.76,862.08,One Year,Credit Card,DSL
C01549,male,0,50,63.6,3180.0,Two Year,Mailed Check,DSL
C01550,Female,0,38,47.38,1800.44,One Year,Bank Transfer,DSL
C01551,Female,0,10,78.93,789.3,Two Year,Electronic Check,DSL
C01552,Female,0,42,34.21,1436.82,One Year,Bank Transfer,DSL
C01553,female,0,37,45.94,1699.78,One Year,Credit Card,No
C01554,Female,0,26,74.62,1940.12,Month-to-month,Bank Transfer,Fiber Optic
C01555,Male,0,12,43.75,525.0,Two Year,E-Check,DSL
C01556,Male,0,49,87.91,4307.59,Month-to-month,Credit Card,No
C01557,Female,0,14,69.15,968.1,Month-to-month,Electronic Check,DSL
C01558,Male,0,46,97.2,4471.2,Month-to-month,Electronic Check,DSL
C01559,Female,0,35,114.82,4018.7,Two Year,Mailed Check,Fiber Optic
C01560,Female,1,29,31.58,915.82,Two Year,Credit Card,Fiber Optic
C01561,Male,0,12,,641.64,One Year,Credit Card,DSL
C01562,Male,0,44,51.95,2285.8,One Year,Electronic Check,Fiber Optic
C01563,Female,0,66,35.12,2317.92,Month-to-month,Bank Transfer,DSL
C01564,Male,0,2,101.03,202.06,Two Year,Credit Card,DSL
C01565,Female,0,59,95.99,5663.41,One Year,Bank Transfer,Fiber Optic
C01566,Male,0,17,68.44,1163.48,two year,Bank Transfer,Fiber Optic
C01567,Female,0,10,73.78,737.8,Month-to-month,,DSL
C01568,Male,0,18,25.95,467.1,Month-to-month,Bank Transfer,Fiber Optic
C01569,Female,0,22,75.55,1662.1,Two Year,Credit Card,Fiber Optic
C01570,Male,0,58,99.13,5749.54,Month-to-month,Mailed Check,Fiber Optic
C01571,,0,53,77.38,4101.14,Two Year,Credit Card,Fiber Optic
C01572,Male,0,1,46.53,46.53,Month-to-month,Credit Card,Fiber Optic
C01573,female,0,61,86.75,5291.75,Two Year,Credit Card,DSL
C01574,Female,1,31,56.15,1740.65,Month-to-month,Mailed Check,Fiber Optic
C01575,Male,0,31,74.49,2309.19,One Year,Bank Transfer,Fiber Optic
C01576,Male,0,66,68.76,4538.16,Month-to-month,Mailed Check,No
C01577,Male,1,19,58.12,1104.28,One Year,Bank Transfer,DSL
C01578,Female,0,53,91.89,4870.17,Month-to-month,Credit Card,Fiber Optic
C01579,Female,0,22,108.39,2384.58,Two Year,Credit Card,DSL
C01580,female,0,23,20.52,471.96,One Year,Mailed Check,DSL
C01581,Male,1,15,113.36,1700.4,Month-to-month,Mailed Check,DSL
C01582,Male,1,26,71.15,1849.9,Two Year,Mailed Check,DSL
C01583,Female,0,3,90.07,270.21,Month-to-month,Mailed Check,DSL
C01584,Male,0,20,,2111.2,Month to month,Credit Card,Fiber Optic
C01585,Female,0,40,66.71,2668.4,Month-to-month,Credit Card,DSL
C01586,,0,39,103.5,4036.5,Two Year,Electronic Check,DSL
C01587,Female,0,72,37.76,2718.72,Month-to-month,Mailed Check,DSL
C01588,Male,0,18,35.92,646.56,Month-to-month,Mailed Check,Fiber Optic
C01589,Male,0,41,85.75,3515.75,Two Year,Bank Transfer,Fiber Optic
C01590,Female,0,70,107.01,7490.7,Two Year,Bank Transfer,
C01591,Female,0,27,109.24,2949.48,Month-to-month,Credit Card,Fiber Optic
C01592,Female,0,15,84.37,1265.55,One Year,Electronic Check,Fiber Optic
C01593,Male,0,37,72.55,2684.35,Two Year,Mailed Check,DSL
C01594,Male,1,58,53.14,3082.12,Month-to-month,Electronic Check,Fiber Optic
C01595,Female,0,5,118.0,590.0,Two Year,Electronic Check,Fiber Optic
C01596,Female,0,7,51.97,363.79,Month-to-month,Credit Card,DSL
C01597,Male,0,41,94.42,3871.22,One Year,Electronic Check,DSL
C01598,Male,0,10,73.2,732.0,Month-to-month,Mailed Check,DSL
C01599,Male,1,62,80.85,5012.7,One Year,Credit Card,No
C01600,Female,0,26,59.35,1543.1,Month-to-month,Electronic Check,Fiber Optic
C01601,Male,0,68,116.48,7920.64,One Year,Credit Card,DSL
C01602,Male,0,24,77.17,1852.08,Month-to-month,Credit Card,Fiber Optic
C01603,Male,0,41,113.78,4664.98,Month-to-month,Bank Transfer,Fiber Optic
C01604,Male,0,65,20.76,1349.4,Month-to-month,Credit Card,DSL
C01605,Male,0,17,77.27,1313.59,Two Year,Electronic Check,Fiber Optic
C01606,Female,0,24,91.72,2201.28,month to month,Bank Transfer,DSL
C01607,Male,0,27,94.51,2551.77,Month-to-month,Mailed Check,Fiber Optic
C01608,Female,0,7,110.5,773.5,Month-to-month,Mailed Check,Fiber Optic
C01609,Male,1,12,20.44,245.28,One Year,Mailed Check,DSL
C01610,Female,0,3,20.03,60.09,Month-to-month,Mailed Check,DSL
C01611,Female,1,10,67.23,672.3,One Year,Mailed Check,Fiber Optic
C01612,Female,0,33,22.93,756.69,Month-to-month,Electronic Check,No
C01613,Female,0,46,117.45,5402.7,Month-to-month,Credit Card,Fiber Optic
C01614,Male,0,59,42.21,2490.39,One Year,Bank Transfer,Fiber Optic
C01615,Male,0,52,67.27,3498.04,Two Year,Credit Card,Fiber Optic
C01616,Female,0,6,26.11,156.66,Month-to-month,Credit Card,Fiber Optic
C01617,Female,0,2,72.2,144.4,Month-to-month,Electronic Check,Fiber Optic
C01618,Female,0,29,58.0,1682.0,Month-to-month,Electronic Check,DSL
C01619,Female,0,40,24.47,978.8,One Year,Electronic Check,DSL
C01620,Female,0,61,53.51,3264.11,Month-to-month,Bank Transfer,Fiber Optic
C01621,Male,0,68,59.14,4021.52,Two Year,Electronic Check,No
C01622,Male,0,68,118.99,8091.32,Month-to-month,Credit Card,Fiber Optic
C01623,Female,0,29,40.79,1182.91,Month-to-month,Bank Transfer,Fiber Optic
C01624,Female,0,62,74.48,4617.76,Month-to-month,Electronic Check,Fiber Optic
C01625,Male,0,60,118.73,7123.8,One Year,electronic check,Fiber Optic
C01626,Female,0,41,99.2,4067.2,One Year,Electronic Check,DSL
C01627,Male,0,65,119.34,7757.1,Month-to-month,Credit Card,Fiber Optic
C01628,Female,0,64,116.83,7477.12,Two Year,Electronic Check,DSL
C01629,Male,0,63,68.95,4343.85,month to month,Credit Card,DSL
C01630,M,0,48,89.64,4302.72,One Year,Bank Transfer,DSL
C01631,Female,0,20,31.04,620.8,Month-to-month,Electronic Check,DSL
C01632,Male,0,37,64.11,2372.07,Month-to-month,Mailed Check,Fiber Optic
C01633,Female,0,64,100.9,6457.6,Two Year,Mailed Check,Fiber Optic
C01634,Female,0,5,70.53,352.65,Two Year,Credit Card,DSL
C01635,Female,0,34,90.27,3069.18,Month-to-month,Electronic Check,Fiber Optic
C01636,Male,0,39,94.58,3688.62,One Year,Electronic Check,Fiber Optic
C01637,Male,1,67,45.35,3038.45,Month-to-month,Mailed Check,DSL
C01638,Male,0,62,107.57,6669.34,One Year,Bank Transfer,
C01639,Female,0,24,65.98,1583.52,Month-to-month,Bank Transfer,DSL
C01640,Female,0,3,41.02,123.06,Two Year,Credit Card,Fiber Optic
C01641,Female,0,71,106.54,7564.34,Month-to-month,Mailed Check,No
C01642,Female,0,67,61.78,4139.26,Month-to-month,Credit Card,DSL
C01643,FEMALE,0,50,95.03,4751.5,Month-to-month,Credit Card,Fiber Optic
C01644,Female,1,29,74.8,2169.2,Month-to-month,Bank Transfer,DSL
C01645,Male,0,32,58.19,1862.08,Month-to-month,Mailed Check,DSL
C01646,Female,0,39,100.99,3938.61,Month-to-month,Credit Card,DSL
C01647,Male,1,9,78.45,706.05,One Year,Bank Transfer,DSL
C01648,Female,1,14,59.06,826.84,Month-to-month,,DSL
C01649,Female,0,68,30.96,2105.28,One Year,Electronic Check,Fiber Optic
C01650,Female,1,-2,109.54,7010.56,One Year,Mailed Check,Fiber Optic
C01651,Male,0,20,23.55,471.0,Two Year,Mailed Check,No
C01652,Male,1,28,106.32,2976.96,2 Year,Electronic Check,Fiber Optic
C01653,Male,0,14,56.0,784.0,Two Year,Credit Card,Fiber Optic
C01654,Male,0,44,83.93,3692.92,One Year,Bank Transfer,Fiber Optic
C01655,Male,0,150,112.22,4376.58,Month-to-month,Bank Transfer,DSL
C01656,Female,0,28,35.17,984.76,One Year,,DSL
C01657,Female,0,64,76.7,4908.8,Two Year,Electronic Check,DSL
C01658,Male,0,32,96.44,3086.08,Month-to-month,Bank Transfer,DSL
C01659,Male,0,9,95.76,861.84,Month-to-month,Credit Card,DSL
C01660,Male,0,28,,2031.68,Month-to-month,Credit Card,DSL
C01661,Female,0,17,82.47,1401.99,One Year,Electronic Check,Fiber Optic
C01662,Female,0,55,95.75,5266.25,Month-to-month,Credit Card,Fiber Optic
C01663,Female,0,10,104.1,1041.0,One Year,Mailed Check,DSL
C01664,Male,0,6,96.18,577.08,One Year,Mailed Check,Fiber Optic
C01665,Female,1,48,55.4,2659.2,Two Year,Bank Transfer,DSL
C01666,Female,0,67,119.67,8017.89,One Year,Bank Transfer,DSL
C01667,Male,0,41,63.45,2601.45,Two Year,Mailed Check,DSL
C01668,Female,0,60,99999.0,250000.0,Month-to-month,Credit Card,Fiber Optic
C01669,Male,0,42,56.26,2362.92,Month-to-month,Electronic Check,Fiber Optic
C01670,Female,0,71,32.78,2327.38,Month-to-month,Bank Transfer,DSL
C01671,Male,0,28,32.14,899.92,Month-to-month,Bank Transfer,Fiber Optic
C01672,Female,0,13,48.15,625.95,Month-to-month,Mailed Check,DSL
C01673,Female,0,15,25.34,380.1,One Year,Mailed Check,DSL
C01674,Female,0,36,88.85,3198.6,One Year,Electronic Check,No
C01675,Female,0,15,27.4,411.0,One Year,Bank Transfer,DSL
C01676,Male,1,56,40.33,2258.48,Month-to-month,Credit Card,Fiber Optic
C01677,Male,0,4,29.29,117.16,Month-to-month,Credit Card,DSL
C01678,Male,0,52,26.32,1368.64,One Year,Mailed Check,Fiber Optic
C01679,Male,0,10,46.78,467.8,Month-to-month,Electronic Check,Fiber Optic
C01680,Female,0,45,77.19,3473.55,Month-to-month,Mailed Check,DSL
C01681,Male,0,29,116.47,3377.63,Month-to-month,Electronic Check,DSL
C01682,Female,0,53,107.56,5700.68,Month-to-month,Credit Card,DSL
C01683,Female,1,29,107.59,3120.11,Month-to-month,Electronic Check,Fiber Optic
C01684,Female,0,23,37.61,865.03,Month-to-month,Credit Card,DSL
C01685,Male,0,57,46.49,2649.93,Month-to-month,Electronic Check,Fiber Optic
C01686,Female,0,50,27.64,1382.0,One Year,Mailed Check,DSL
C01687,Female,0,21,97.85,2054.85,Month-to-month,Credit Card,DSL
C01688,Male,0,43,26.98,1160.14,Month-to-month,Bank Transfer,Fiber Optic
C01689,Female,0,10,75.67,756.7,Two Year,Bank Transfer,Fiber Optic
C01690,Female,0,30,44.79,1343.7,One Year,Credit Card,Fiber Optic
C01691,Male,0,51,44.34,2261.34,Month-to-month,Bank Transfer,DSL
C01692,Female,0,33,119.07,3929.31,Two Year,Credit Card,DSL
C01693,Male,0,18,95.68,1722.24,Month-to-month,Mailed Check,DSL
C01694,Male,0,22,103.69,2281.18,Month-to-month,Mailed Check,DSL
C01695,male,0,64,77.2,4940.8,Two Year,Electronic Check,DSL
C01696,,0,21,107.1,2249.1,Two Year,Bank Transfer,DSL
C01697,MALE,0,1,84.55,84.55,Month-to-month,Bank Transfer,DSL
C01698,Male,0,15,114.62,1719.3,one year,Bank Transfer,Fiber Optic
C01699,Female,0,36,48.13,1732.68,One Year,Credit Card,DSL
C01700,Female,0,47,79.53,3737.91,Month-to-month,Mailed Check,DSL
C01701,Female,0,54,89.01,4806.54,Month-to-month,Bank Transfer,Fiber Optic
C01702,Male,0,32,59.29,1897.28,Month-to-month,Electronic Check,DSL
C01703,Male,0,58,107.97,6262.26,Two Year,Bank Transfer,DSL
C01704,Female,0,46,117.98,5427.08,Month-to-month,Electronic Check,Fiber Optic
C01705,Male,0,54,,3746.52,One Year,Bank Transfer,Fiber Optic
C01706,Male,0,33,59.06,1948.98,Month-to-month,Bank Transfer,DSL
